Assembly name,version,Species,Common name,Ploidy=Chr,haplotype,ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,genus,family,order,class,phylum,group name,Link (FTP),Publication (PUBMED ID),Busco_cutoff
ASM2139784v1,nan,Areca catechu,areca-nut,2n=,haploid,GCA_021397845.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021397845.1/,Chromosome,PacBio,HiRRA v. 1.0,2778792366,21185935,41,7480,nan,Areca,Arecaceae,Arecales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/397/845/GCA_021397845.1_ASM2139784v1/GCA_021397845.1_ASM2139784v1_genomic.fna.gz,34753391,False
Rpsi_v1,nan,Rhodomyrtus psidioides,nan,2n=,haploid,GCA_021437785.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021437785.1/,Contig,PacBio HiFi,Hifiasm v. 0.13-r308,931146191,5669724,50,828,nan,Rhodomyrtus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/437/785/GCA_021437785.1_Rpsi_v1/GCA_021437785.1_Rpsi_v1_genomic.fna.gz,na,False
Rrub_v1,nan,Rhodamnia rubescens,scrub turpentine,2n=,haploid,GCA_021437795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021437795.1/,Scaffold,Oxford Nanopore MinION; Illumina NovaSeq,NECAT v. 20200120,353991814,2558349,41,294,nan,Rhodamnia,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/437/795/GCA_021437795.1_Rrub_v1/GCA_021437795.1_Rrub_v1_genomic.fna.gz,na,False
ASM2152757v1,nan,Ensete glaucum,nan,2n=,haploid,GCA_021527575.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021527575.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 1.0,494928190,9845951,16,141,nan,Ensete,Musaceae,Zingiberales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/527/575/GCA_021527575.1_ASM2152757v1/GCA_021527575.1_ASM2152757v1_genomic.fna.gz,na,False
KWZ_r1.0,nan,Prunus kanzakura,nan,2n=,haploid,GCA_020521455.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020521455.1/,Contig,Sequel,falcon v. 1.8.1,519843677,1220495,106,1544,nan,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/521/455/GCA_020521455.1_KWZ_r1.0/GCA_020521455.1_KWZ_r1.0_genomic.fna.gz,na,False
ASM2190195v1,nan,Brassica balearica,nan,2n=,haploid,GCA_021901955.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021901955.1/,Contig,Nanopore sequencing,canu v. Oct-2021; FALCON v. Oct-2021; wtdbg v. Oct-2021; nextdenovo v. Oct-2021,376699982,4545633,19,314,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/901/955/GCA_021901955.1_ASM2190195v1/GCA_021901955.1_ASM2190195v1_genomic.fna.gz,34961286,False
ASM1902265v1,nan,Acacia acuminata,raspberry jam,2n=,haploid,GCA_019022655.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019022655.1/,Contig,Oxford Nanopore MinION,Canu v. 2.0,879910866,2857318,90,632,nan,Acacia,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/022/655/GCA_019022655.1_ASM1902265v1/GCA_019022655.1_ASM1902265v1_genomic.fna.gz,na,False
Tspe_v1,nan,Telopea speciosissima,nan,2n=,haploid,GCA_018873765.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018873765.1/,Chromosome,Oxford Nanopore PromethION; Oxford Nanopore MinION; Illumina NovaSeq,NECAT v. APRIL-2020,823044912,12206888,21,1452,nan,Telopea,Proteaceae,Proteales,Magnoliopsida,Streptophyta,flowering plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/873/765/GCA_018873765.1_Tspe_v1/GCA_018873765.1_Tspe_v1_genomic.fna.gz,35016262,False
ASM2088367v1,nan,Bruguiera gymnorhiza,Burma mangrove,2n=,haploid,GCA_020883675.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020883675.1/,Scaffold,PacBio RSII,CANU v. 1.7.1,307733307,1737512,39,1645,nan,Bruguiera,Rhizophoraceae,Malpighiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/883/675/GCA_020883675.1_ASM2088367v1/GCA_020883675.1_ASM2088367v1_genomic.fna.gz,34532854,False
V032.hap1,nan,Vitis cinerea var. helleri x Vitis riparia,nan,2n=,haploid,GCA_964661405.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964661405.1/,Chromosome,PACBIO_SMRT,hifiasm,514256034,24555382,10,276,nan,Vitis,Vitaceae,Vitales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/661/405/GCA_964661405.1_V032.hap1/GCA_964661405.1_V032.hap1_genomic.fna.gz,na,False
Capsella_orientalis_nuclear_genome_v1.1,nan,Capsella orientalis,nan,2n=,haploid,GCA_964656795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964656795.1/,Chromosome,OXFORD_NANOPORE,Flye 2.9.4; NextPolish 1.4.1,130878483,12546551,5,74,nan,Capsella,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/656/795/GCA_964656795.1_Capsella_orientalis_nuclear_genome_v1.1/GCA_964656795.1_Capsella_orientalis_nuclear_genome_v1.1_genomic.fna.gz,na,False
ASM1418256v1,nan,Eucalyptus marginata,nan,2n=,haploid,GCA_014182565.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014182565.1/,Chromosome,Oxford Nanopore MinION,Canu v. 1.9,512801065,1011736,166,989,nan,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/565/GCA_014182565.1_ASM1418256v1/GCA_014182565.1_ASM1418256v1_genomic.fna.gz,na,False
ASM1418269v1,nan,Eucalyptus albens,nan,2n=,haploid,GCA_014182695.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014182695.1/,Chromosome,Oxford Nanopore MinION,Canu v. 1.9,606885336,2549117,69,674,nan,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/695/GCA_014182695.1_ASM1418269v1/GCA_014182695.1_ASM1418269v1_genomic.fna.gz,na,False
ASM907833v1,nan,Salix brachista,nan,2n=,haploid,GCA_009078335.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_009078335.1/,Chromosome,Oxford Nanopore PromethION; Hi-C,SMARTDENOVO v. 1.0,338819514,9522514,13,74,nan,Salix,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/078/335/GCA_009078335.1_ASM907833v1/GCA_009078335.1_ASM907833v1_genomic.fna.gz,31745089,False
ASM1418289v1,nan,Angophora floribunda,nan,2n=,haploid,GCA_014182895.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014182895.1/,Chromosome,Oxford Nanopore MinION,Canu v. 1.9,388187876,4016327,32,224,nan,Angophora,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/895/GCA_014182895.1_ASM1418289v1/GCA_014182895.1_ASM1418289v1_genomic.fna.gz,na,False
drRosAgre1.hap1.1,nan,Rosa agrestis,field briar,2n=,haploid,GCA_964662855.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964662855.1/,Chromosome,PacBio Arima2,various,1939583862,5460888,113,849,nan,Rosa,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/662/855/GCA_964662855.1_drRosAgre1.hap1.1/GCA_964662855.1_drRosAgre1.hap1.1_genomic.fna.gz,na,False
ASM1463603v1,nan,Oryza sativa,Asian cultivated rice,2n=,haploid,GCA_014636035.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014636035.1/,Chromosome,Oxford Nanopore PromethION,NextDenovo v. 2.0-beta.1,397554159,32367127,6,15,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/035/GCA_014636035.1_ASM1463603v1/GCA_014636035.1_ASM1463603v1_genomic.fna.gz,na,False
Populus_simonii_2.0,nan,Populus simonii,nan,2n=,haploid,GCA_007827005.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_007827005.2/,Chromosome,PacBio Sequel,FALCON v. 0.3; FALCON-Unzip v. MAY-2018,441375351,1939262,70,686,nan,Populus,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/827/005/GCA_007827005.2_Populus_simonii_2.0/GCA_007827005.2_Populus_simonii_2.0_genomic.fna.gz,31806765,False
drLatLini1.hap2.1,nan,Lathyrus linifolius,nan,2n=,haploid,GCA_964346615.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964346615.1/,Scaffold,PacBio Arima2,various,5050166627,8298423,201,1622,nan,Lathyrus,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/346/615/GCA_964346615.1_drLatLini1.hap2.1/GCA_964346615.1_drLatLini1.hap2.1_genomic.fna.gz,na,False
UDSC_Var_1.1,nan,Brassica juncea,brown mustard,2n=,haploid,GCA_015484525.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015484525.1/,Chromosome,PacBio RSII,Canu v. 1.4,855778282,5627203,40,3788,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/484/525/GCA_015484525.1_UDSC_Var_1.1/GCA_015484525.1_UDSC_Var_1.1_genomic.fna.gz,33073461,False
BRT_1.0,nan,Brassica rapa subsp. rapa,turnip,2n=,haploid,GCA_018901965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018901965.1/,Scaffold,PacBio Sequel II,CANU v. 1.8,315740060,1248795,49,711,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/901/965/GCA_018901965.1_BRT_1.0/GCA_018901965.1_BRT_1.0_genomic.fna.gz,na,False
ASM1609754v1,nan,Eucalyptus victrix,nan,2n=,haploid,GCA_016097545.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_016097545.1/,Chromosome,Oxford Nanopore MinION,Canu v. 2,557148757,11095616,15,120,nan,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/545/GCA_016097545.1_ASM1609754v1/GCA_016097545.1_ASM1609754v1_genomic.fna.gz,na,False
V124.hap2,nan,Vitis pseudoreticulata,nan,2n=,haploid,GCA_964661345.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964661345.1/,Chromosome,PACBIO_SMRT,hifiasm,524471422,25268101,10,158,nan,Vitis,Vitaceae,Vitales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/661/345/GCA_964661345.1_V124.hap2/GCA_964661345.1_V124.hap2_genomic.fna.gz,na,False
NJFU_Lchi_2.0,nan,Liriodendron chinense,nan,2n=,haploid,GCA_003013855.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_003013855.2/,Scaffold,Illumina; PacBio; Bionano,FALCON v. 0.3.0,1742409991,2204006,224,4183,nan,Liriodendron,Magnoliaceae,Magnoliales,Magnoliopsida,Streptophyta,flowering plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/013/855/GCA_003013855.2_NJFU_Lchi_2.0/GCA_003013855.2_NJFU_Lchi_2.0_genomic.fna.gz,30559417,False
ASM2082689v1,nan,Aquilegia kansuensis,nan,2n=,haploid,GCA_020826895.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020826895.1/,Chromosome,PacBio Sequel,FALCON v. may-2013,290499635,1463127,58,1521,nan,Aquilegia,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,flowering plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/826/895/GCA_020826895.1_ASM2082689v1/GCA_020826895.1_ASM2082689v1_genomic.fna.gz,34193816,False
ASM2020560v1,nan,Panax ginseng,jinsï¿½ï¿½o,2n=,haploid,GCA_020205605.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020205605.1/,Chromosome,Oxford Nanopore,WTDBG2 v. DEC-2020,3354901370,12806410,83,1019,nan,Panax,Araliaceae,Apiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/205/605/GCA_020205605.1_ASM2020560v1/GCA_020205605.1_ASM2020560v1_genomic.fna.gz,na,False
AGIS1.0,nan,Oryza sativa Japonica Group,Japanese rice,2n=,haploid,GCA_034140825.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034140825.1/,Complete Genome,PacBio Sequel II; NANOPORE GridION,Hifiasm v. 0.19.3-r572,385710679,31111469,6,12,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/140/825/GCA_034140825.1_AGIS1.0/GCA_034140825.1_AGIS1.0_genomic.fna.gz,37553831,False
daCalObtu1.hap2.1,nan,Callitriche obtusangula,nan,2n=,haploid,GCA_965117135.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965117135.1/,Scaffold,PacBio Arima2,various,1573614380,7335565,60,482,nan,Callitriche,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/117/135/GCA_965117135.1_daCalObtu1.hap2.1/GCA_965117135.1_daCalObtu1.hap2.1_genomic.fna.gz,na,False
ASM3419096v1,nan,Prunus campanulata,Formosan cherry,2n=,haploid,GCA_034190965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034190965.1/,Chromosome,PacBio RSII,HiFiasm v. 0.8,282327529,12041829,8,302,nan,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/190/965/GCA_034190965.1_ASM3419096v1/GCA_034190965.1_ASM3419096v1_genomic.fna.gz,na,False
ASM3437058v1,nan,Fragaria x ananassa,strawberry,2n=,haploid,GCA_034370585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034370585.1/,Complete Genome,PacBio Sequel II,Hifiasm v. v0.16.1-r375,793463571,28260955,13,28,nan,Fragaria,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/370/585/GCA_034370585.1_ASM3437058v1/GCA_034370585.1_ASM3437058v1_genomic.fna.gz,na,False
ddCarFlex1.1,nan,Cardamine flexuosa,woodland bittercress,2n=,haploid,GCA_963555745.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963555745.1/,Chromosome,PacBio Arima2,various,204516775,2477049,25,344,nan,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/555/745/GCA_963555745.1_ddCarFlex1.1/GCA_963555745.1_ddCarFlex1.1_genomic.fna.gz,na,False
DH1 v3.0,nan,Daucus carota subsp. sativus,nan,2n=,haploid,GCA_001625215.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_001625215.2/,Chromosome,PacBio Sequel; Oxford Nanopore; Illumina HiSeq Hi-C; Illumina HiSeq,FALCON v. 0.3.0; CANU v. 1.5; Pilon v. 1.23; SALSA2 v. MAR-2019; PBjelly v. 15.8.24; RaGOO v. MAR-2019; LR_Gapcloser v. MAR-2019,440657925,6076493,19,563,nan,Daucus,Apiaceae,Apiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/215/GCA_001625215.2_DH1_v3.0/GCA_001625215.2_DH1_v3.0_genomic.fna.gz,27158781,False
ZS97RS3,nan,Oryza sativa Indica Group,long-grained rice,2n=,haploid,GCA_001623345.3,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_001623345.3/,Complete Genome,PacBio,FALCON v. falcon-kit 1.5.2; CANU v. 1.8; MECAT2 v. 20190314; Flye v. 2.6; Wtdbg2 v. 2.5; NextDenovo v. v2.1-beta.0,391561630,32119910,6,12,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/345/GCA_001623345.3_ZS97RS3/GCA_001623345.3_ZS97RS3_genomic.fna.gz,na,False
drRosCani1.hap1.1,nan,Rosa canina,dog briar,2n=,haploid,GCA_965119325.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965119325.1/,Chromosome,PacBio Arima2,various,1925601615,6183938,105,804,nan,Rosa,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/119/325/GCA_965119325.1_drRosCani1.hap1.1/GCA_965119325.1_drRosCani1.hap1.1_genomic.fna.gz,na,False
ASM3463879v1,nan,Brassica oleracea var. gemmifera,Brussels sprouts,2n=,haploid,GCA_034638795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034638795.1/,Chromosome,Oxford Nanopore,NextDenovo v. 2.2,573092705,30460184,8,108,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/638/795/GCA_034638795.1_ASM3463879v1/GCA_034638795.1_ASM3463879v1_genomic.fna.gz,na,False
ASM3464023v1,nan,Brassica oleracea var. alboglabra,Chinese kale,2n=,haploid,GCA_034640235.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034640235.1/,Chromosome,Oxford Nanopore,NextDenovo v. 2.2,571988810,24913175,10,136,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/235/GCA_034640235.1_ASM3464023v1/GCA_034640235.1_ASM3464023v1_genomic.fna.gz,na,False
Htrionum_1.0,nan,Hibiscus trionum,Venice-mallow,2n=,haploid,GCA_030270665.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030270665.1/,Contig,PacBio SequelII,Hifiasm v. 0.16.1,1671232404,41362954,15,276,nan,Hibiscus,Malvaceae,Malvales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/270/665/GCA_030270665.1_Htrionum_1.0/GCA_030270665.1_Htrionum_1.0_genomic.fna.gz,na,False
lpCarDivu1.1,nan,Carex divulsa,nan,2n=,haploid,GCA_964058785.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964058785.1/,Chromosome,PacBio Arima2,various,388260220,2899343,44,240,nan,Carex,Cyperaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/058/785/GCA_964058785.1_lpCarDivu1.1/GCA_964058785.1_lpCarDivu1.1_genomic.fna.gz,na,False
drPruBrig1.1,nan,Prunus brigantina,briacon apricot,2n=,haploid,GCA_964267205.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964267205.1/,Chromosome,ONT,necat 3ddna,259717388,12745445,8,107,nan,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/267/205/GCA_964267205.1_drPruBrig1.1/GCA_964267205.1_drPruBrig1.1_genomic.fna.gz,na,False
ASM3018009v1,nan,Magnolia changhungtana,nan,2n=,haploid,GCA_030180095.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030180095.1/,Scaffold,Oxford Nanopore PromethION,nextDenovo v. 2.3.1; Pseudohaploid v. no; Purge_Dups v. 1.2.6; racon v. 1.5.0; hapo-G v. 1.3.2; polypolish v. 0.5.0,2092298885,7961115,83,684,nan,Magnolia,Magnoliaceae,Magnoliales,Magnoliopsida,Streptophyta,flowering plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/180/095/GCA_030180095.1_ASM3018009v1/GCA_030180095.1_ASM3018009v1_genomic.fna.gz,na,False
ASM1935983v1,nan,Pharus latifolius,nan,2n=,haploid,GCA_019359835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019359835.1/,Chromosome,PacBio Sequel,FALCON v. 1.8.7,1002878584,4575670,62,559,nan,Pharus,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/359/835/GCA_019359835.1_ASM1935983v1/GCA_019359835.1_ASM1935983v1_genomic.fna.gz,33630094,False
ICMM_Pfru_2.0,nan,Perilla frutescens var. frutescens,nan,2n=,haploid,GCA_019511825.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019511825.2/,Scaffold,PacBio Sequel,Canu v. 1.5,1234294164,2738655,137,2228,nan,Perilla,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/511/825/GCA_019511825.2_ICMM_Pfru_2.0/GCA_019511825.2_ICMM_Pfru_2.0_genomic.fna.gz,34535649,False
ASM1959354v1,nan,Apocynum venetum,nan,2n=,haploid,GCA_019593545.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019593545.1/,Contig,PacBio Sequel; Illumina HiSeq,Canu + WTDBG + Quickmerge v. June-2018,271208281,4936788,17,875,nan,Apocynum,Apocynaceae,Gentianales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/593/545/GCA_019593545.1_ASM1959354v1/GCA_019593545.1_ASM1959354v1_genomic.fna.gz,na,False
IVFCAAS_Rs00_1.1,nan,Raphanus sativus,radish,2n=,haploid,GCA_019703475.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019703475.1/,Chromosome,PacBio RSII; Illumina,Canu v. 1.7.1,425562764,18722135,10,651,nan,Raphanus,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/703/475/GCA_019703475.1_IVFCAAS_Rs00_1.1/GCA_019703475.1_IVFCAAS_Rs00_1.1_genomic.fna.gz,34384905,False
IVFCAAS_Rs02_1.0,nan,Raphanus sativus var. oleiformis,nan,2n=,haploid,GCA_019705865.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019705865.1/,Chromosome,PacBio RSII; Illumina,MECAT v. 1.0,513921894,7708039,16,1051,nan,Raphanus,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/865/GCA_019705865.1_IVFCAAS_Rs02_1.0/GCA_019705865.1_IVFCAAS_Rs02_1.0_genomic.fna.gz,34384905,False
IVFCAAS_Rs03_1.0,nan,Raphanus sativus var. niger,Chinese radish,2n=,haploid,GCA_019705885.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019705885.1/,Chromosome,PacBio RSII; Illumina,MECAT v. 1.0,463889991,6523158,18,540,nan,Raphanus,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/885/GCA_019705885.1_IVFCAAS_Rs03_1.0/GCA_019705885.1_IVFCAAS_Rs03_1.0_genomic.fna.gz,34384905,False
IVFCAAS_Rs10_1.0,nan,Raphanus raphanistrum x Raphanus sativus,nan,2n=,haploid,GCA_019705995.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019705995.1/,Chromosome,PacBio RSII; Illumina HiSeq X Ten,MECAT v. 1.0,488296152,5098125,19,1085,nan,Raphanus,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/995/GCA_019705995.1_IVFCAAS_Rs10_1.0/GCA_019705995.1_IVFCAAS_Rs10_1.0_genomic.fna.gz,34384905,False
IVFCAAS_Rs09_1.0,nan,Raphanus raphanistrum subsp. raphanistrum,nan,2n=,haploid,GCA_019706035.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019706035.1/,Chromosome,PacBio RSII; Illumina HiSeq X Ten,MECAT v. 1.0,420645426,7764070,14,818,nan,Raphanus,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/706/035/GCA_019706035.1_IVFCAAS_Rs09_1.0/GCA_019706035.1_IVFCAAS_Rs09_1.0_genomic.fna.gz,34384905,False
v1,nan,Passiflora organensis,nan,2n=,haploid,GCA_019739055.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019739055.1/,Scaffold,PacBio Sequel,FALCON-Unzip v. 2020,259205273,2367672,27,488,nan,Passiflora,Passifloraceae,Malpighiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/739/055/GCA_019739055.1_v1/GCA_019739055.1_v1_genomic.fna.gz,34296827,False
ASM1991606v1,nan,Vitellaria paradoxa,shea-buttertree,2n=,haploid,GCA_019916065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019916065.1/,Chromosome,PacBio Sequel,FALCON v. 1.8.2; FALCON-Unzip v. 1.8.2,667164845,2390495,90,592,nan,Vitellaria,Sapotaceae,Ericales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/916/065/GCA_019916065.1_ASM1991606v1/GCA_019916065.1_ASM1991606v1_genomic.fna.gz,na,False
SCU_Malt_1,nan,Melaleuca alternifolia,tea tree,2n=,haploid,GCA_019926035.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019926035.1/,Scaffold,PacBio Sequel; Illumina HiSeq,MaSuRCA v. 3.4.0,362022094,1860059,56,3185,nan,Melaleuca,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/926/035/GCA_019926035.1_SCU_Malt_1/GCA_019926035.1_SCU_Malt_1_genomic.fna.gz,na,False
